Open,High,Low,Close,Adj Close,Volume
3.067142963409424,3.2514290809631348,3.041429042816162,3.2410709857940674,2.762746572494507,746015200.0
3.327500104904175,3.434999942779541,3.3110709190368652,3.377856969833374,2.8793458938598633,1181608400.0
3.426785945892334,3.4703569412231445,3.299643039703369,3.322143077850342,2.8318543434143066,1289310400.0
3.2789289951324463,3.3035709857940674,3.2235710620880127,3.250356912612915,2.770663022994995,753048800.0
3.2296431064605713,3.3267860412597656,3.2157139778137207,3.31071400642395,2.8221118450164795,673500800.0
3.3289289474487305,3.3350000381469727,3.2192859649658203,3.234999895095825,2.7575716972351074,546845600.0
3.2307140827178955,3.249643087387085,3.12678599357605,3.166429042816162,2.6991207599639893,617716400.0
3.1514289379119873,3.2049999237060547,3.0839290618896484,3.132499933242798,2.670198678970337,798397600.0
3.0799999237060547,3.1160709857940674,3.0257139205932617,3.047499895095825,2.597743511199951,1021664000.0
2.877500057220459,3.004286050796509,2.858928918838501,2.9778571128845215,2.5383787155151367,1831634000.0
3.010714054107666,3.01357102394104,2.871428966522217,2.940356969833374,2.506413221359253,1047625600.0
2.9260709285736084,2.9285709857940674,2.7928569316864014,2.7928569316864014,2.3806822299957275,919914800.0
2.8353569507598877,2.9600000381469727,2.8324999809265137,2.958214044570923,2.521634340286255,1089270000.0
3.1442859172821045,3.2142860889434814,3.065000057220459,3.1557140350341797,2.6899869441986084,1409528400.0
3.1007139682769775,3.2096428871154785,3.0892860889434814,3.1557140350341797,2.6899869441986084,763770000.0
3.1735711097717285,3.248929023742676,3.1535708904266357,3.2014288902282715,2.7289557456970215,692238400.0
3.2210710048675537,3.2696430683135986,3.2049999237060547,3.240356922149658,2.7621383666992188,618038400.0
3.2899999618530273,3.392857074737549,3.267857074737549,3.364285945892334,2.867776870727539,861406000.0
3.3246428966522217,3.369286060333252,3.307142972946167,3.3214290142059326,2.8312456607818604,592729200.0
3.307142972946167,3.3435709476470947,3.2146430015563965,3.2189290523529053,2.74387264251709,651478800.0
3.182142972946167,3.2857139110565186,3.174999952316284,3.268213987350464,2.785884141921997,558247200.0
3.2828569412231445,3.3350000381469727,3.2242860794067383,3.320713996887207,2.8306353092193604,599309200.0
3.3292860984802246,3.4375,3.325000047683716,3.3410708904266357,2.8479888439178467,808421600.0
3.313214063644409,3.4732139110565186,3.307857036590576,3.444999933242798,2.9365804195404053,749246400.0
3.4649999141693115,3.5714290142059326,3.4642860889434814,3.561429023742676,3.0358266830444336,687209600.0
3.5714290142059326,3.6785709857940674,3.5535709857940674,3.6610710620880127,3.120762586593628,715010800.0
3.618928909301758,3.6610710620880127,3.4664289951324463,3.493928909301758,2.978287935256958,849060800.0
3.441786050796509,3.511070966720581,3.4203569889068604,3.4578568935394287,2.9475390911102295,674973600.0
3.422499895095825,3.5625,3.422499895095825,3.5453569889068604,3.022125482559204,817188400.0
3.5353569984436035,3.5692861080169678,3.504286050796509,3.541429042816162,3.018777370452881,608977600.0
